date,O3_sc,NO2_sc,CO_sc,SO2_sc,SZA_sc,T_sc,RH_sc,WS_sc,WD_sc,HONO_sc
2016-05-24 19:00,0.265582896,0.155771035,0.385626065,0.337238366,0.718371629,0.358567107,0.720104655,0.064610447,0.869845776,0.125235228
2016-05-24 20:00,0.209576449,0.213324992,0.503544845,0.410028429,0.803134492,0.319788229,0.773109718,0.033415406,0.452276113,0.193976207
2016-05-24 21:00,0.192603565,0.191012408,0.465093069,0.294499246,0.873936635,0.263888889,0.819677377,0.014992965,0.804390933,0.059096099
2016-05-24 22:00,0.167937935,0.201960171,0.569340107,0.372631699,0.925058054,0.247112211,0.826641821,0.022863173,0.159917546,NA
2016-05-24 23:00,0.21010558,0.192680638,0.621463625,0.470130316,0.950534638,0.270214521,0.755566849,0.054124165,0.432350024,0.016543723
2016-05-25 0:00,0.141847723,0.222604525,0.581302881,0.298506039,0.946570662,0.240442794,0.823065485,0.013542033,0.700452552,0.149517054
2016-05-25 1:00,0.169077602,0.190699614,0.532597298,0.50018126,0.91379979,0.26760176,0.802172153,0.025237425,0.195366297,0.099376259
2016-05-25 2:00,0.216129529,0.116984673,0.502690361,0.508862643,0.85686916,0.304042904,0.769571028,0.073645797,0.961847254,0.223566028
2016-05-25 3:00,0.214013006,0.108330727,0.497563458,0.504188052,0.781861178,0.307549505,0.790313776,0.031348927,0.314163724,0.090106356
2016-05-25 4:00,0.184951522,0.117088938,0.469365488,0.509530442,0.694205572,0.312293729,0.793720707,0.035745691,0.208147913,NA
